supplier_id,supplier_name,product_id,lead_time,supplier_rating
SUP5538,Davis-Guerra,P1833,13,2.7
SUP5539,Ferrell-Thomas,P5439,5,2.8
SUP5540,Rasmussen-Luna,P9828,3,3.4
SUP5541,Baker PLC,P8032,12,4.9
SUP5542,Butler-Jones,P8905,7,4.1
SUP5543,Suarez Group,P3562,8,2.7
SUP5544,Le-Foster,P8240,13,4.9
SUP5545,Marsh Group,P1856,4,4.4
SUP5546,Garcia LLC,P2661,8,2.6
SUP5547,"Flynn, Clark and Klein",P8852,15,4.7
SUP5548,"Jackson, Ward and Jacobs",P5160,12,3.8
SUP5549,Nolan-Hickman,P8978,19,2.6
SUP5550,Thompson PLC,P2771,17,2.7
SUP5551,"Alexander, Smith and Smith",P1527,15,4.3
SUP5552,Eaton-Taylor,P2294,19,3.1
SUP5553,"Smith, Carney and Davidson",P4633,8,3.0
SUP5554,"Robertson, Conley and Cox",P6015,19,2.8
SUP5555,"Wilcox, Bruce and Martinez",P5143,18,4.9
SUP5556,Kim Group,P2309,19,4.2
SUP5557,Miranda-Palmer,P2638,15,3.1
SUP5558,Scott PLC,P4177,13,4.6
SUP5559,Shea-Booker,P5107,6,4.5
SUP5560,Booth Inc,P5899,14,5.0
SUP5561,Walker-Hill,P859,8,3.1
SUP5562,"Sanchez, Sullivan and Guerrero",P6343,2,4.5
SUP5563,Martinez-Sullivan,P7511,17,3.9
SUP5564,Russo Ltd,P5489,5,3.8
SUP5565,Johnson PLC,P3587,20,3.0
SUP5566,"Bradley, Fuentes and Harris",P8971,3,3.6
SUP5567,Jones-Barnes,P2535,12,4.4
SUP5568,"Bryant, Rich and Lawrence",P9443,16,4.4
SUP5569,Werner-Henderson,P9396,11,4.9
SUP5570,"Perez, Davis and Morrison",P6828,15,3.6
SUP5571,Hernandez Group,P8975,3,3.6
SUP5572,Jackson LLC,P9950,3,3.6
SUP5573,Rogers and Sons,P3670,6,2.5
SUP5574,Villegas PLC,P7450,6,3.2
SUP5575,Martin Ltd,P2424,19,3.1
SUP5576,George LLC,P3713,14,2.6
SUP5577,Ball-Osborne,P6756,10,3.8
SUP5578,"Pennington, Lewis and Rios",P6499,2,4.7
SUP5579,"Villarreal, Long and Fernandez",P5441,6,2.5
SUP5580,Ray Inc,P7165,7,4.7
SUP5581,Miller-Russell,P7306,19,3.3
SUP5582,"Thomas, Henderson and Combs",P5578,19,2.9
SUP5583,"Garcia, Harrison and Armstrong",P1661,3,3.1
SUP5584,Walker LLC,P6501,6,4.6
SUP5585,"Garcia, Harrington and Wilson",P2865,9,4.4
SUP5586,"Owens, Turner and Taylor",P5580,10,4.1
SUP5587,Huffman-Gonzalez,P8507,18,4.8
SUP5588,Fuller Inc,P3749,13,2.9
SUP5589,"House, Macdonald and Carter",P7770,15,4.8
SUP5590,"Jordan, Hunt and Dillon",P7857,16,4.8
SUP5591,"Marshall, Romero and Vaughan",P8339,14,3.5
SUP5592,Wilson-Rodriguez,P708,16,4.5
SUP5593,Hunter-Cole,P4216,5,3.4
SUP5594,Porter LLC,P8115,20,3.3
SUP5595,Daniels-Roberts,P9341,6,2.6
SUP5596,Howard-Nelson,P8857,3,3.7
SUP5597,Klein-Palmer,P7183,8,4.9
SUP5598,Martinez-Castillo,P6132,10,4.1
SUP5599,Hayes PLC,P2078,11,2.6
SUP5600,"Ramos, Hurst and Brown",P3282,17,4.7
SUP5601,Jackson Group,P5503,7,2.7
SUP5602,"Levine, Mcconnell and Horn",P5423,4,2.8
SUP5603,"Daniel, Johnson and Hawkins",P4917,7,4.1
SUP5604,Mitchell-Cameron,P711,18,3.8
SUP5605,Armstrong Ltd,P9817,15,3.5
SUP5606,Dalton Inc,P3069,9,4.1
SUP5607,Ryan-Barrett,P6096,8,2.6
SUP5608,"Lee, Chavez and Gibson",P7916,13,3.6
SUP5609,Blankenship-Allen,P4752,5,4.8
SUP5610,"Diaz, Chavez and Sanchez",P2900,6,4.7
SUP5611,Meyer PLC,P6452,8,4.2
SUP5612,Boyd-Dennis,P9345,14,2.5
SUP5613,Beck Ltd,P6109,15,3.9
SUP5614,Burnett-Terry,P2290,15,3.2
SUP5615,Moreno PLC,P1666,15,4.9
SUP5616,Preston PLC,P2558,11,4.5
SUP5617,Foster and Sons,P2749,16,3.1
SUP5618,Rowe-Williams,P7151,18,3.6
SUP5619,"Bradshaw, Anderson and Anderson",P4978,4,5.0
SUP5620,Bradley-Morris,P8146,3,3.8
SUP5621,Perry Inc,P3797,12,4.3
SUP5622,"Morris, Hansen and Kirby",P5286,9,4.5
SUP5623,"Lee, Atkinson and Mcdonald",P5548,14,4.6
SUP5624,"Smith, Owen and Hall",P9240,8,3.9
SUP5625,Jones Group,P3029,9,3.5
SUP5626,Everett-Smith,P5820,17,3.1
SUP5627,Gardner-Sanchez,P7360,14,3.5
SUP5628,"Black, Tucker and Smith",P3152,4,4.2
SUP5629,"Miller, Pearson and Rojas",P6655,5,2.9
SUP5630,Lewis and Sons,P6990,9,2.7
SUP5631,"Tate, Davis and Watkins",P8901,14,3.9
SUP5632,Lee-White,P4913,3,4.1
SUP5633,"Rose, Bryant and Owen",P4932,19,3.9
SUP5634,"Phillips, Thompson and Mccann",P3525,14,3.4
SUP5635,Diaz-Martin,P6906,20,2.6
SUP5636,Mills Group,P8868,20,4.9
SUP5637,James-Warner,P160,7,3.3
SUP5638,Joseph PLC,P2446,2,3.7
SUP5639,"Bruce, Reeves and Young",P4182,17,3.1
SUP5640,Scott-Mccormick,P302,16,5.0
SUP5641,"Hamilton, Hayes and Crawford",P1266,20,4.7
SUP5642,"Williams, Barnett and Banks",P5532,10,2.5
SUP5643,Gray and Sons,P9253,9,4.5
SUP5644,"Douglas, Parker and Bradley",P1002,19,5.0
SUP5645,"Leonard, Lawrence and Hanson",P9586,9,3.1
SUP5646,"Vasquez, Harvey and Lambert",P9635,16,2.7
SUP5647,"Steele, Jones and Jackson",P5887,14,4.0
SUP5648,Jackson Inc,P7228,11,3.9
SUP5649,"Reyes, Beard and West",P6144,5,4.6
SUP5650,"Jackson, Alvarado and Chapman",P4950,11,3.8
SUP5651,Newman PLC,P9932,14,4.1
SUP5652,Robinson-Cox,P1249,13,4.3
SUP5653,"Murphy, Perez and Baldwin",P9253,8,4.8
SUP5654,Robbins-Campbell,P6425,8,2.9
SUP5655,Pittman LLC,P8236,7,4.3
SUP5656,Black Inc,P454,17,2.8
SUP5657,Houston-Downs,P6157,12,3.5
SUP5658,Hernandez-Jones,P9051,15,4.7
SUP5659,"Terry, Schneider and Murphy",P8391,11,3.5
SUP5660,Nunez and Sons,P4648,6,4.1
SUP5661,Ross-Wagner,P9135,5,4.0
SUP5662,Barnes-Daniels,P6445,8,4.5
SUP5663,Taylor Ltd,P7366,15,4.9
SUP5664,Kelley-Martin,P5062,16,3.5
SUP5665,Gardner-Johnson,P869,19,3.9
SUP5666,Martin-Williams,P6240,15,2.6
SUP5667,Thompson-Beard,P2144,17,2.5
SUP5668,"Monroe, Hicks and Bell",P4525,7,4.7
SUP5669,Morrison-Hill,P8132,9,3.1
SUP5670,Jones Inc,P4123,18,2.7
SUP5671,Reese Ltd,P4033,18,4.0
SUP5672,Shaw-Lopez,P5611,6,4.0
SUP5673,Diaz Inc,P3833,4,4.0
SUP5674,Galloway Ltd,P1648,13,4.0
SUP5675,Scott LLC,P6448,11,2.8
SUP5676,Knight-Crosby,P8784,16,4.8
SUP5677,"Jones, Norman and Burke",P3888,2,4.0
SUP5678,Joyce PLC,P2685,5,5.0
SUP5679,Harris Ltd,P7122,3,3.4
SUP5680,Evans Group,P6387,5,4.1
SUP5681,Martin-Good,P2869,7,3.1
SUP5682,Horne-Bentley,P825,16,2.9
SUP5683,Sullivan-Stewart,P6808,3,3.5
SUP5684,Grant-Murray,P3339,4,4.2
SUP5685,"Brown, Figueroa and Baxter",P1347,6,4.9
SUP5686,Garcia PLC,P8934,15,3.6
SUP5687,"Brown, Johnson and Howard",P1628,10,4.1
SUP5688,Bass Group,P2254,19,2.8
SUP5689,Tucker-Rodriguez,P2899,5,3.6
SUP5690,Murphy Ltd,P6709,6,4.2
SUP5691,Frye and Sons,P5921,8,4.4
SUP5692,Hutchinson PLC,P806,6,3.0
SUP5693,"Jensen, Morales and Harper",P4689,17,3.1
SUP5694,"Knapp, Barnett and Johnson",P5348,17,4.3
SUP5695,Braun-Edwards,P8983,3,4.1
SUP5696,Henry-Macdonald,P2351,3,3.7
SUP5697,Harris-Walker,P9780,4,4.8
SUP5698,Smith Ltd,P2220,10,3.7
SUP5699,Dyer-Jones,P4673,13,3.6
SUP5700,"Johnston, Schneider and Gonzalez",P514,19,4.6
SUP5701,"Harris, Nolan and Hodge",P3408,8,4.7
SUP5702,Salazar Group,P4764,19,3.2
SUP5703,Cunningham PLC,P7970,20,4.4
SUP5704,Collins-Green,P1855,6,3.1
SUP5705,Rodriguez-Reyes,P8210,6,4.3
SUP5706,King-Barry,P4509,9,3.5
SUP5707,Hoffman-Green,P191,12,4.3
SUP5708,Boyer-Garcia,P8956,3,2.7
SUP5709,"Patel, Rodriguez and Ramos",P1050,20,4.8
SUP5710,"Williams, Nelson and Smith",P708,6,4.1
SUP5711,Jones Ltd,P6143,4,3.4
SUP5712,"Hopkins, Murray and Carter",P4044,13,2.5
SUP5713,Walters PLC,P9859,4,4.6
SUP5714,"Lewis, Hebert and Vasquez",P8792,14,4.7
SUP5715,Pham-Higgins,P4317,11,4.1
SUP5716,"Williams, Tate and Gentry",P7001,20,4.5
SUP5717,"Hernandez, Douglas and Brown",P8661,15,4.7
SUP5718,Garcia Group,P7895,2,3.1
SUP5719,"Cuevas, Lawson and Dudley",P2540,6,4.9
SUP5720,Moss-Rogers,P9159,17,4.1
SUP5721,"Lopez, Francis and Cole",P9829,5,4.3
SUP5722,Garza-Price,P6866,2,3.4
SUP5723,Barnett Inc,P7736,4,3.8
SUP5724,"Mccoy, Hart and Gibson",P9074,12,3.5
SUP5725,Thompson-Henry,P9658,5,5.0
SUP5726,Oliver-Porter,P7957,16,2.7
SUP5727,Mcbride PLC,P5326,19,4.9
SUP5728,Johnson and Sons,P4417,13,2.9
SUP5729,"West, Charles and Palmer",P7986,10,3.0
SUP5730,"Mendez, Williams and Hall",P9963,16,3.5
SUP5731,Olsen LLC,P3948,17,3.1
SUP5732,"Santiago, Thompson and Waters",P9736,12,4.4
SUP5733,"Smith, Jefferson and Orr",P9517,8,3.8
SUP5734,"Fry, Espinoza and Gonzalez",P3654,9,3.3
SUP5735,Miller-Kent,P3243,12,4.4
SUP5736,Jackson PLC,P7307,10,3.3
SUP5737,Johnston Group,P5737,17,3.1
SUP5738,"Silva, Chen and Neal",P2870,9,4.7
SUP5739,"Thompson, King and Valdez",P3992,9,5.0
SUP5740,"Quinn, Odom and Kent",P734,8,2.6
SUP5741,Vang-Scott,P7906,2,4.5
SUP5742,Stewart-Brewer,P8224,15,3.8
SUP5743,Williams PLC,P4132,9,4.3
SUP5744,"Simon, Evans and Mcfarland",P9321,7,3.9
SUP5745,King and Sons,P6527,16,2.9
SUP5746,Ochoa-Logan,P1094,9,3.7
SUP5747,Olson PLC,P1522,13,2.8
SUP5748,"Lewis, Galvan and Garcia",P3329,5,2.9
SUP5749,Williams-Martinez,P7125,20,3.0
SUP5750,"Hunt, Brown and Cook",P2092,15,4.4
SUP5751,Pineda and Sons,P5347,3,4.7
SUP5752,"Phillips, Jones and Reese",P6826,19,4.0
SUP5753,"Leonard, King and Dorsey",P8126,18,4.1
SUP5754,Jones Ltd,P4849,8,4.3
SUP5755,Moreno PLC,P8133,14,4.3
SUP5756,"Rodriguez, York and Aguirre",P2260,17,3.6
SUP5757,Stone Group,P4112,11,2.6
SUP5758,Mccullough-Garcia,P2267,14,3.7
SUP5759,Bartlett-Chan,P2606,4,4.7
SUP5760,"Patterson, Mcdonald and Joyce",P7697,5,3.1
SUP5761,"Rosales, Miller and Brown",P5044,15,4.3
SUP5762,Spencer Ltd,P6083,9,3.7
SUP5763,Watson and Sons,P1532,15,3.2
SUP5764,"Frank, Goodwin and Clark",P6006,17,2.7
SUP5765,"Guzman, Thompson and Herring",P9189,14,2.8
SUP5766,Ward-Stephenson,P6518,3,4.1
SUP5767,Mendoza LLC,P5028,7,3.0
SUP5768,Nichols Inc,P9143,5,3.8
SUP5769,Short LLC,P8245,5,3.5
SUP5770,Walters PLC,P2835,19,4.8
SUP5771,Howard LLC,P9415,17,2.6
SUP5772,"Scott, Alvarado and Hill",P1108,12,3.2
SUP5773,"Huang, Mosley and Henderson",P7824,19,2.9
SUP5774,Jones PLC,P7256,4,2.5
SUP5775,Brooks-Smith,P208,16,4.6
SUP5776,"Cole, Green and Espinoza",P6147,12,3.1
SUP5777,Coleman and Sons,P8117,9,3.7
SUP5778,Walker-Wagner,P7370,18,3.2
SUP5779,Stokes-Moore,P7930,5,2.6
SUP5780,"Haynes, Harris and Kim",P9057,4,4.6
SUP5781,Jones-Smith,P398,15,3.3
SUP5782,Swanson-Salazar,P6258,6,2.5
SUP5783,Rodriguez Ltd,P430,14,4.8
SUP5784,Jones-Goodwin,P3648,3,2.9
SUP5785,Rodriguez-Williams,P2160,15,4.2
SUP5786,Smith and Sons,P1398,17,4.6
SUP5787,Hernandez-Baker,P1040,20,4.8
SUP5788,Hughes-Burke,P7863,5,3.0
SUP5789,"Morgan, Hall and Mason",P3333,2,3.2
SUP5790,Walker Inc,P8028,2,3.9
SUP5791,"Garcia, Hardy and Huynh",P7703,20,4.9
SUP5792,Parsons and Sons,P128,14,2.9
SUP5793,Price-Garcia,P1863,17,4.6
SUP5794,"Wood, Ramirez and Brown",P421,7,4.0
SUP5795,Coleman and Sons,P3556,13,4.6
SUP5796,Chambers Inc,P5116,8,3.2
SUP5797,"Moore, Martinez and Wise",P1574,16,4.6
SUP5798,Rich-Harvey,P227,8,3.0
SUP5799,"Cooper, Jensen and Stark",P6686,3,2.9
SUP5800,"Gross, Lawrence and Farmer",P3161,6,3.6
SUP5801,Mccall PLC,P4495,17,4.3
SUP5802,Gates-Martinez,P3103,10,2.7
SUP5803,"Briggs, Farmer and Taylor",P338,20,4.8
SUP5804,Davis-Oliver,P2177,10,3.2
SUP5805,"Williams, Hunter and Campbell",P6026,14,2.8
SUP5806,"Simmons, Valencia and Chambers",P3323,14,3.9
SUP5807,"Bauer, Paul and Ortiz",P3011,15,4.9
SUP5808,Rodriguez-Cox,P3891,7,3.6
SUP5809,Hall-Frederick,P3198,20,4.7
SUP5810,"Freeman, Solis and Ross",P7393,18,4.9
SUP5811,Norman Ltd,P9244,19,3.7
SUP5812,"Lynn, Mueller and Avery",P7602,10,3.6
SUP5813,Chung-Hebert,P4528,7,4.5
SUP5814,Martin LLC,P4655,19,4.1
SUP5815,"Terry, Johnson and Pittman",P5952,6,3.9
SUP5816,"Phillips, Cooper and Smith",P3251,15,3.2
SUP5817,"Hernandez, Santiago and Smith",P7259,18,4.5
SUP5818,"Craig, Walker and Duncan",P3461,11,4.5
SUP5819,Mendez-Fowler,P3907,16,3.0
SUP5820,Cantu-Austin,P5546,11,2.8
SUP5821,Knight Group,P3672,3,5.0
SUP5822,"Ward, Avery and Fitzpatrick",P1075,5,3.0
SUP5823,Bell-Williams,P5770,16,4.4
SUP5824,Green PLC,P6238,10,4.5
SUP5825,Stewart PLC,P9840,14,3.1
SUP5826,Cook PLC,P6666,15,2.6
SUP5827,"Vaughn, Smith and Bradley",P1314,8,4.1
SUP5828,Gibson LLC,P8877,15,3.1
SUP5829,Johnson-Davidson,P2622,3,3.0
SUP5830,"Curtis, Campbell and Curtis",P3753,16,3.5
SUP5831,Marshall-Payne,P3487,16,4.8
SUP5832,Stewart-Welch,P205,15,4.1
SUP5833,Clark Inc,P5723,18,3.7
SUP5834,Galloway-Lee,P1376,9,3.3
SUP5835,Burton-Richards,P5907,10,2.5
SUP5836,Martinez-Butler,P7184,12,3.8
SUP5837,Martinez-Nelson,P9831,18,4.9
SUP5838,"Jensen, Frederick and Baker",P4518,5,3.6
SUP5839,Sanders Group,P5495,11,4.8
SUP5840,Miller-Harris,P2522,5,4.9
SUP5841,Hernandez PLC,P4658,4,4.1
SUP5842,Armstrong-Arroyo,P3145,2,3.8
SUP5843,Atkins-Rios,P8054,15,3.9
SUP5844,Johnson Ltd,P9496,14,2.9
SUP5845,Mayo Inc,P1945,15,4.7
SUP5846,Mcdaniel PLC,P5959,4,4.5
SUP5847,Davila-Moore,P2594,5,4.2
SUP5848,Lee Inc,P8402,6,3.4
SUP5849,White Group,P8034,16,2.6
SUP5850,Castillo Ltd,P7260,10,2.9
SUP5851,Williams-Kennedy,P6118,20,3.8
SUP5852,Brown-Blackwell,P6264,4,2.6
SUP5853,Gould-Reed,P3753,9,3.0
SUP5854,Smith-Archer,P5219,3,3.3
SUP5855,Whitaker and Sons,P4201,19,4.7
SUP5856,Ramirez LLC,P3946,10,3.7
SUP5857,Simon and Sons,P362,5,3.5
SUP5858,Mullen Group,P7328,4,3.7
SUP5859,Hall-Stewart,P7467,12,4.8
SUP5860,Taylor-Smith,P2527,19,2.9
SUP5861,Walker-Jones,P8662,12,3.4
SUP5862,Jennings-Aguilar,P4892,6,3.1
SUP5863,Jackson-Barnes,P6177,17,4.7
SUP5864,Rodriguez-Franco,P5855,2,4.9
SUP5865,Ward Inc,P1274,18,4.9
SUP5866,Neal-Garrett,P8507,20,4.2
SUP5867,Smith and Sons,P3388,18,4.4
SUP5868,Green-Thompson,P8096,19,4.6
SUP5869,Hoffman-Brown,P1607,16,3.7
SUP5870,Nelson-Boyd,P831,9,3.3
SUP5871,"Ryan, Romero and Delacruz",P5584,11,3.1
SUP5872,Bridges-Gonzalez,P3885,7,3.3
SUP5873,"Jenkins, James and Mosley",P7572,14,2.8
SUP5874,Lee LLC,P6327,17,3.8
SUP5875,Williams-Moran,P4024,16,2.5
SUP5876,"Hudson, Rich and Arnold",P9674,9,4.1
SUP5877,Alexander Ltd,P7499,4,4.1
SUP5878,"Evans, Harding and Savage",P1637,16,4.0
SUP5879,"Allen, Morgan and Cowan",P427,11,4.2
SUP5880,"Ross, Mills and Brown",P1741,17,4.1
SUP5881,Mcbride Group,P1007,13,4.1
SUP5882,Johnson Ltd,P7990,12,2.9
SUP5883,Wilson-Martinez,P5814,20,4.3
SUP5884,Peters-Mitchell,P9680,6,3.2
SUP5885,Miller LLC,P9628,8,4.5
SUP5886,Ellis-Jennings,P4074,8,4.9
SUP5887,"Austin, Jenkins and Young",P9948,16,2.7
SUP5888,Fields Group,P4218,2,2.8
SUP5889,Lopez-Johnson,P4547,8,4.9
SUP5890,Payne LLC,P8097,14,5.0
SUP5891,Dean-Martin,P5398,17,3.4
SUP5892,Oconnor-Hall,P6947,13,4.6
SUP5893,Adams LLC,P199,11,4.6
SUP5894,Walker-Newton,P9579,16,3.3
SUP5895,Sullivan Inc,P39,17,4.5
SUP5896,Best-Hill,P3570,13,4.7
SUP5897,"Osborn, Davis and Manning",P6579,17,4.0
SUP5898,Coleman Ltd,P6969,4,2.7
SUP5899,"Scott, Perez and Cruz",P4804,12,4.9
SUP5900,Walker-Carter,P2122,11,2.6
SUP5901,Blackburn and Sons,P6155,5,4.0
SUP5902,Miller-Potts,P4450,2,4.1
SUP5903,Guzman-Jennings,P4873,3,4.9
SUP5904,Scott-Herrera,P4407,20,4.4
SUP5905,"Torres, Ellis and Miller",P5599,6,4.8
SUP5906,Love Ltd,P704,12,4.6
SUP5907,Shannon LLC,P6140,10,3.2
SUP5908,Anderson Ltd,P461,17,3.4
SUP5909,Pierce PLC,P5928,15,2.6
SUP5910,Walker-Reyes,P2839,19,4.3
SUP5911,Wong and Sons,P4340,15,2.6
SUP5912,Wilson Inc,P5995,6,2.7
SUP5913,Young-Winters,P4950,4,3.6
SUP5914,"Savage, Ryan and Luna",P4639,6,2.8
SUP5915,Oneill PLC,P1373,7,4.5
SUP5916,Garcia-Mccoy,P8477,15,3.0
SUP5917,"Hernandez, Hendrix and Harris",P5373,16,3.0
SUP5918,"Murphy, Nelson and Moore",P9328,10,3.4
SUP5919,"Hubbard, Wilcox and Griffin",P6141,17,3.0
SUP5920,"Campbell, Peterson and Macias",P9848,2,5.0
SUP5921,Hicks-Thompson,P4281,11,2.9
SUP5922,Baird and Sons,P5220,4,4.7
SUP5923,Phillips and Sons,P1452,8,4.9
SUP5924,"Hill, Dean and Wilcox",P1683,4,3.5
SUP5925,Edwards-Thomas,P2082,4,4.8
SUP5926,"Patterson, Miller and Moore",P4428,3,4.3
SUP5927,Chavez PLC,P9312,11,2.6
SUP5928,"Odom, Miller and Schwartz",P7412,8,4.8
SUP5929,Smith Ltd,P1776,11,3.2
SUP5930,Smith Ltd,P6903,15,4.9
SUP5931,"Anderson, Buckley and Mcguire",P9337,19,4.6
SUP5932,"Reynolds, Clark and Parker",P3704,2,4.2
SUP5933,Rubio LLC,P6776,18,4.0
SUP5934,"Ramirez, Mullins and Smith",P9399,14,3.3
SUP5935,White-Griffin,P6589,7,4.1
SUP5936,"Hull, Howard and Cooper",P1995,9,4.2
SUP5937,"Wilkinson, Hall and Williams",P6451,12,4.2
SUP5938,Shelton-Gonzalez,P3524,8,4.7
SUP5939,Jensen Group,P4213,17,4.5
SUP5940,Wagner Ltd,P3096,14,4.4
SUP5941,"Valenzuela, Padilla and Lewis",P873,17,4.8
SUP5942,Owens LLC,P3701,4,2.7
SUP5943,Walls-Garcia,P1681,9,3.3
SUP5944,Summers and Sons,P8677,6,3.4
SUP5945,"Miller, Dixon and Wilson",P4861,5,3.5
SUP5946,Reed Inc,P1195,14,3.7
SUP5947,Moore-Frazier,P261,17,4.9
SUP5948,Bolton-Henry,P2826,5,3.0
SUP5949,Martin-Mendoza,P1303,18,4.3
SUP5950,Shepherd PLC,P9988,17,3.9
SUP5951,Perez LLC,P785,8,3.0
SUP5952,Charles-Mcintyre,P1913,5,4.5
SUP5953,"Estes, Miller and Perez",P1194,4,2.6
SUP5954,Fisher-Nelson,P5999,19,3.3
SUP5955,Sanchez LLC,P331,16,4.1
SUP5956,Wallace and Sons,P5546,7,3.0
SUP5957,"Osborn, Smith and Myers",P7721,12,4.0
SUP5958,Miller-Romero,P4076,15,2.6
SUP5959,Brooks PLC,P9904,5,4.0
SUP5960,Caldwell-Martinez,P6725,3,4.4
SUP5961,Green-Mooney,P8323,2,4.8
SUP5962,Phillips-Marshall,P6259,16,3.7
SUP5963,Cannon Inc,P6657,10,2.8
SUP5964,Bowers-Hicks,P524,9,4.8
SUP5965,Durham-Mack,P6818,2,4.9
SUP5966,"Dunn, Lewis and Singh",P5914,16,3.4
SUP5967,Fernandez Ltd,P719,4,2.7
SUP5968,"Payne, Sharp and York",P3539,4,3.2
SUP5969,"Wright, Hicks and Conley",P9983,19,2.9
SUP5970,Hernandez Inc,P3768,17,4.6
SUP5971,Kelly-Li,P5731,14,2.9
SUP5972,Perry Group,P6623,2,3.6
SUP5973,Anderson-King,P7568,8,2.8
SUP5974,"Sims, Bailey and Khan",P1236,5,3.0
SUP5975,Gordon-Alexander,P9269,4,3.4
SUP5976,Taylor-Flores,P1070,12,3.6
SUP5977,Moreno and Sons,P8774,13,4.9
SUP5978,Gordon-Bautista,P5827,5,4.4
SUP5979,"Brock, Ramirez and Williams",P8211,19,3.4
SUP5980,Atkinson PLC,P3892,10,2.6
SUP5981,Boyd LLC,P5870,3,2.5
SUP5982,Williams PLC,P6154,2,3.2
SUP5983,"Tran, Lopez and Smith",P6708,9,2.5
SUP5984,Perry Inc,P9302,12,3.2
SUP5985,"Berg, Gonzalez and Ramos",P7416,8,4.8
SUP5986,"Anderson, Johnson and Wilson",P6840,2,2.7
SUP5987,"Pope, Taylor and Rivera",P6849,20,4.1
SUP5988,Rowe and Sons,P430,18,3.7
SUP5989,Jones Inc,P2632,5,3.2
SUP5990,"Smith, Coleman and Peck",P824,18,3.5
SUP5991,Ward and Sons,P8391,8,3.3
SUP5992,Lee-Tate,P7426,12,4.1
SUP5993,Singh-Johnson,P828,10,4.8
SUP5994,Yates-Martinez,P1208,14,3.9
SUP5995,"Barnes, Johnson and Robertson",P9766,4,3.0
SUP5996,Reed and Sons,P9983,9,4.6
SUP5997,Harris and Sons,P6754,16,3.1
SUP5998,"Rodriguez, Jones and Lynch",P6207,5,3.4
SUP5999,Richards-Deleon,P5347,4,3.8
SUP6000,"Meyer, Brown and Moore",P6605,13,4.6
SUP6001,Curtis Inc,P7303,9,3.8
SUP6002,Fernandez Ltd,P6168,17,3.7
SUP6003,"Olsen, Delgado and Wiley",P4478,12,2.7
SUP6004,Robbins-Robinson,P4128,11,2.8
SUP6005,"Ball, Wang and Santana",P7448,2,2.9
SUP6006,"Gomez, Dougherty and Rose",P1099,19,5.0
SUP6007,Ramos-Kent,P9116,13,2.7
SUP6008,Hamilton PLC,P6392,16,4.4
SUP6009,Silva PLC,P8554,19,3.5
SUP6010,"Fitzpatrick, Jones and Mcdonald",P7734,18,3.3
SUP6011,Anderson-Calhoun,P785,15,3.6
SUP6012,Rojas and Sons,P4544,14,3.8
SUP6013,Hoffman and Sons,P7705,5,2.7
SUP6014,"Hughes, Norris and Schmidt",P7164,8,4.8
SUP6015,"Schultz, Reyes and Decker",P7188,13,4.4
SUP6016,Clark Inc,P8854,14,3.7
SUP6017,"Barnes, Vega and Thompson",P9001,19,2.7
SUP6018,"Lawrence, Williams and Hawkins",P3571,7,3.9
SUP6019,Bauer LLC,P514,2,4.4
SUP6020,Howard-Nolan,P9628,20,4.4
SUP6021,Miller-Reeves,P8581,7,4.3
SUP6022,Norris Group,P5062,12,4.7
SUP6023,Martinez-Clark,P2185,2,2.8
SUP6024,Martinez-Williams,P2277,13,3.5
SUP6025,Martin and Sons,P771,8,3.1
SUP6026,Gordon and Sons,P179,8,3.5
SUP6027,Kidd and Sons,P9507,19,2.8
SUP6028,Williams PLC,P1700,17,3.8
SUP6029,"Best, Palmer and Rodriguez",P9894,8,2.6
SUP6030,Cortez LLC,P2016,19,4.6
SUP6031,Dawson-Walker,P1169,11,2.9
SUP6032,Small Inc,P9022,20,2.8
SUP6033,Barnes-Smith,P2310,19,2.9
SUP6034,Lawson Ltd,P2059,13,4.6
SUP6035,Hudson PLC,P7476,16,2.6
SUP6036,"Myers, Gibson and Williams",P6003,12,4.9
SUP6037,Williams PLC,P6453,9,2.9
SUP6038,"Carson, Carr and Green",P6094,2,4.3
SUP6039,"Scott, Martin and Edwards",P1385,18,3.6
SUP6040,Garcia-Preston,P2600,4,4.0
SUP6041,Mathis-Ayala,P9872,17,2.7
SUP6042,"Lopez, Krueger and Perkins",P7424,9,3.1
SUP6043,"Hunter, Robertson and Mcgrath",P5930,14,3.5
SUP6044,Nguyen-King,P8560,15,4.7
SUP6045,"Moore, Thompson and Schmidt",P1177,10,3.6
SUP6046,"Smith, Stephenson and Flynn",P1317,20,3.2
SUP6047,"Levy, Rogers and Smith",P6642,14,2.5
SUP6048,Woodard and Sons,P8996,8,3.2
SUP6049,Fuller PLC,P2241,8,4.9
SUP6050,Steele Group,P8621,14,4.2
SUP6051,"Collins, Anderson and Bauer",P3458,4,2.5
SUP6052,"Cabrera, Martin and Roberts",P202,9,4.9
SUP6053,Freeman PLC,P1863,6,4.8
SUP6054,"Mullen, Combs and Johnston",P9206,13,3.1
SUP6055,"Webb, Brennan and Herman",P1580,15,4.7
SUP6056,Singh-Collins,P9662,4,4.6
SUP6057,"Jenkins, Jarvis and Dean",P2,9,4.0
SUP6058,"Neal, Harris and Nichols",P2430,13,3.9
SUP6059,Chandler-Daniels,P2119,11,4.9
SUP6060,Brown and Sons,P4686,13,3.1
SUP6061,Miller-Weber,P4163,16,4.4
SUP6062,Gonzalez-Flynn,P3741,13,4.8
SUP6063,Schmidt-Barker,P1656,7,3.4
